tripid,bikeid,starttime,stoptime,tripduration,O_id,O_name,O_lat,O_lon,D_id,D_name,D_lat,D_lon,usertype,gender,birth
4711,2292,45180,47311,"2,131.0",35,Streeter Dr & Grand Ave,41.892278,-87.612043,35,Streeter Dr & Grand Ave,41.892278,-87.612043,Customer,,
4712,953,45175,45682,507.0,255,Indiana Ave & Roosevelt Rd,41.867888,-87.623041,341,Adler Planetarium,41.866095,-87.607267,Subscriber,Male,1976
4713,977,45180,47254,"2,074.0",223,Clifton Ave & Armitage Ave,41.918216,-87.656936,35,Streeter Dr & Grand Ave,41.892278,-87.612043,Subscriber,Female,1984
4714,4891,45188,46640,"1,452.0",41,Federal St & Polk St,41.872077633,-87.629543773,71,Morgan St & Lake St,41.885483308,-87.652304856,Subscriber,Male,1988
4715,6254,45185,46562,"1,377.0",306,Sheridan Rd & Buena Ave,41.958494,-87.654966,245,Clarendon Ave & Junior Ter,41.961004,-87.649603,Subscriber,Male,1951
4716,4910,45195,45494,299.0,13,Wilton Ave & Diversey Pkwy,41.932418,-87.652705,340,Clark St & Wrightwood Ave,41.929546,-87.643118,Subscriber,Female,1991
4717,4878,45199,48034,"2,835.0",76,Lake Shore Dr & Monroe St,41.880958,-87.616743,76,Lake Shore Dr & Monroe St,41.880958,-87.616743,Customer,,
4718,5204,45197,49254,"4,057.0",334,Lake Shore Dr & Belmont Ave,41.940775,-87.639192,85,Michigan Ave & Oak St,41.90096039,-87.62377664,Customer,Female,1993
4719,6002,45197,49249,"4,052.0",334,Lake Shore Dr & Belmont Ave,41.940775,-87.639192,85,Michigan Ave & Oak St,41.90096039,-87.62377664,Customer,Female,1993
4720,6198,45202,47295,"2,093.0",35,Streeter Dr & Grand Ave,41.892278,-87.612043,35,Streeter Dr & Grand Ave,41.892278,-87.612043,Customer,,
4721,2630,45207,47619,"2,412.0",4,Burnham Harbor,41.856268,-87.613348,355,South Shore Dr & 67th St,41.773643,-87.567514,Subscriber,Male,1997
4722,5857,45211,45709,498.0,144,Larrabee St & Webster Ave,41.921822,-87.64414,291,Wells St & Evergreen Ave,41.906724,-87.63483,Subscriber,Male,1983
4723,6217,45212,50599,"5,387.0",323,Sheridan Rd & Lawrence Ave,41.969517,-87.654691,268,Lake Shore Dr & North Blvd,41.911722,-87.626804,Customer,Male,1993
4724,2107,45217,45677,460.0,68,Clinton St & Tilden St,41.875885,-87.640795,77,Clinton St & Madison St,41.882242,-87.641066,Subscriber,Female,1992
4725,4881,45216,50634,"5,418.0",323,Sheridan Rd & Lawrence Ave,41.969517,-87.654691,268,Lake Shore Dr & North Blvd,41.911722,-87.626804,Customer,,
4726,4631,45221,46079,858.0,339,Emerald Ave & 31st St,41.838198,-87.645143,167,Damen Ave & Coulter St,41.8492,-87.67564,Subscriber,Male,1989
4727,2856,45223,45452,229.0,71,Morgan St & Lake St,41.885483308,-87.652304856,21,Aberdeen St & Jackson Blvd,41.87772613,-87.65478743,Subscriber,Male,1996
4728,4824,45228,45554,326.0,163,Damen Ave & Clybourn Ave,41.931931,-87.677856,319,Greenview Ave & Diversey Pkwy,41.932595,-87.665939,Customer,,
4729,4524,45228,46194,966.0,324,Stockton Dr & Wrightwood Ave,41.93132,-87.638742,313,Lakeview Ave & Fullerton Pkwy,41.925858,-87.638973,Subscriber,Male,1986
4730,452,45232,47645,"2,413.0",249,Montrose Harbor,41.963982,-87.638181,35,Streeter Dr & Grand Ave,41.892278,-87.612043,Subscriber,Female,1996
4731,3604,45238,45761,523.0,81,Daley Center Plaza,41.884241,-87.629634,211,St. Clair St & Erie St,41.894448,-87.622663,Subscriber,Male,1967
4732,5019,45248,46051,803.0,87,Racine Ave & Fullerton Ave,41.92556258,-87.65840426,177,Theater on the Lake,41.926277,-87.630834,Subscriber,Male,1998
4733,2959,45254,45466,212.0,299,Halsted St & Roscoe St,41.94367,-87.64895,296,Broadway & Belmont Ave,41.940106,-87.645451,Subscriber,Male,1993
4734,4475,45258,46454,"1,196.0",107,Desplaines St & Jackson Blvd,41.878287,-87.643909,128,Damen Ave & Chicago Ave,41.895769,-87.67722,Subscriber,Female,1989
4735,1620,45261,46484,"1,223.0",35,Streeter Dr & Grand Ave,41.892278,-87.612043,177,Theater on the Lake,41.926277,-87.630834,Subscriber,Male,1983
4736,2730,45261,46220,959.0,196,Cityfront Plaza Dr & Pioneer Ct,41.890573,-87.622072,289,Wells St & Concord Ln,41.912133,-87.634656,Subscriber,Male,1987
4737,4199,45266,46489,"1,223.0",35,Streeter Dr & Grand Ave,41.892278,-87.612043,177,Theater on the Lake,41.926277,-87.630834,Subscriber,Female,1986
4738,4787,45269,45907,638.0,6,Dusable Harbor,41.886976,-87.612813,6,Dusable Harbor,41.886976,-87.612813,Customer,,
4739,5719,45264,46092,828.0,196,Cityfront Plaza Dr & Pioneer Ct,41.890573,-87.622072,35,Streeter Dr & Grand Ave,41.892278,-87.612043,Customer,Male,1960
4740,6459,45270,49410,"4,140.0",35,Streeter Dr & Grand Ave,41.892278,-87.612043,301,Clark St & Schiller St,41.907993,-87.631501,Customer,Female,1971
4741,3480,45273,45545,272.0,289,Wells St & Concord Ln,41.912133,-87.634656,94,Clark St & Armitage Ave,41.918306,-87.636282,Subscriber,Male,1982
4742,5432,45277,45970,693.0,264,Stetson Ave & South Water St,41.886835,-87.62232,140,Dearborn Pkwy & Delaware Pl,41.898969,-87.629912,Subscriber,Female,1985
4743,5786,45285,45976,691.0,299,Halsted St & Roscoe St,41.94367,-87.64895,190,Southport Ave & Wrightwood Ave,41.928773,-87.663913,Subscriber,Male,1956
4744,4353,45291,45684,393.0,77,Clinton St & Madison St,41.882242,-87.641066,133,Kingsbury St & Kinzie St,41.889176833,-87.638505772,Subscriber,Male,1963
4745,1670,45292,46385,"1,093.0",245,Clarendon Ave & Junior Ter,41.961004,-87.649603,229,Southport Ave & Roscoe St,41.943739,-87.66402,Customer,,
4746,6053,45295,45708,413.0,496,Avers Ave & Belmont Ave,41.939408,-87.723574,497,Kimball Ave & Belmont Ave,41.939398,-87.711561,Subscriber,Male,1993
4747,1464,45295,46322,"1,027.0",198,Green St & Madison St,41.881892,-87.648789,173,Mies van der Rohe Way & Chicago Ave,41.89691,-87.621743,Subscriber,Male,1991
4748,332,45297,45427,130.0,117,Wilton Ave & Belmont Ave,41.94018,-87.65304,226,Racine Ave & Belmont Ave,41.939743,-87.658865,Subscriber,Male,1969
4749,6214,45291,50529,"5,238.0",196,Cityfront Plaza Dr & Pioneer Ct,41.890573,-87.622072,196,Cityfront Plaza Dr & Pioneer Ct,41.890573,-87.622072,Customer,Female,1982
4750,4542,45299,46309,"1,010.0",191,Canal St & Monroe St (*),41.880381,-87.639507,182,Wells St & Elm St,41.903222,-87.634324,Customer,Female,1970
4751,1242,45304,45983,679.0,277,Ashland Ave & Grand Ave,41.891072,-87.666611,233,Sangamon St & Washington Blvd (*),41.883165,-87.6511,Subscriber,Female,1987
4752,3774,45305,47659,"2,354.0",249,Montrose Harbor,41.963982,-87.638181,35,Streeter Dr & Grand Ave,41.892278,-87.612043,Customer,,
4753,3348,45306,46373,"1,067.0",245,Clarendon Ave & Junior Ter,41.961004,-87.649603,229,Southport Ave & Roscoe St,41.943739,-87.66402,Subscriber,Male,1983
4754,1638,45308,46413,"1,105.0",20,Sheffield Ave & Kingsbury St,41.910522,-87.653106,177,Theater on the Lake,41.926277,-87.630834,Subscriber,Female,1986
4755,2718,45311,46340,"1,029.0",164,Franklin St & Lake St,41.885837,-87.6355,255,Indiana Ave & Roosevelt Rd,41.867888,-87.623041,Customer,,
4756,2437,45313,46344,"1,031.0",27,Larrabee St & North Ave,41.91021,-87.6435,71,Morgan St & Lake St,41.885483308,-87.652304856,Subscriber,Male,1973
4757,579,45317,47250,"1,933.0",52,Michigan Ave & Lake St,41.886024,-87.624117,35,Streeter Dr & Grand Ave,41.892278,-87.612043,Customer,Female,1977
4758,6240,45318,46321,"1,003.0",486,Oakley Ave & Irving Park Rd,41.954340852,-87.686079624,249,Montrose Harbor,41.963982,-87.638181,Subscriber,Female,1973
4759,2284,45323,45647,324.0,241,Morgan St & Polk St,41.871737,-87.65103,261,Hermitage Ave & Polk St,41.871514,-87.669886,Subscriber,Female,1997
4760,3415,45323,49163,"3,840.0",124,Damen Ave & Cullerton St,41.855048,-87.675726,90,Millennium Park,41.8810317,-87.62408432,Customer,,
4761,2607,45331,46413,"1,082.0",20,Sheffield Ave & Kingsbury St,41.910522,-87.653106,177,Theater on the Lake,41.926277,-87.630834,Subscriber,Male,1985
4762,1686,45332,47735,"2,403.0",376,Artesian Ave & Hubbard St,41.88949182,-87.688219365,219,Damen Ave & Cortland St,41.915983,-87.677335,Customer,,
4763,1092,45335,45687,352.0,133,Kingsbury St & Kinzie St,41.889176833,-87.638505772,81,Daley Center Plaza,41.884241,-87.629634,Subscriber,Male,1990
4764,1071,45337,49484,"4,147.0",141,Clark St & Lincoln Ave,41.915689,-87.6346,454,Broadway & Granville Ave,41.994779688,-87.660284535,Customer,,
4765,4941,45342,46639,"1,297.0",232,Pine Grove Ave & Waveland Ave,41.949275,-87.646303,140,Dearborn Pkwy & Delaware Pl,41.898969,-87.629912,Subscriber,Male,1991
4766,3527,45348,48982,"3,634.0",25,Michigan Ave & Pearson St,41.89766,-87.62351,260,Kedzie Ave & Milwaukee Ave,41.929567,-87.707857,Customer,Male,1989
4767,929,45350,45770,420.0,74,Kingsbury St & Erie St,41.893626,-87.641527,24,Fairbanks Ct & Grand Ave,41.89186,-87.62062,Subscriber,Male,1989
4768,4813,45351,45695,344.0,329,Lake Shore Dr & Diversey Pkwy,41.932588,-87.636427,340,Clark St & Wrightwood Ave,41.929546,-87.643118,Subscriber,Male,1988
4769,980,45345,49174,"3,829.0",124,Damen Ave & Cullerton St,41.855048,-87.675726,90,Millennium Park,41.8810317,-87.62408432,Customer,,
4770,2539,45360,45745,385.0,164,Franklin St & Lake St,41.885837,-87.6355,38,Clark St & Lake St,41.886020828,-87.630876058,Subscriber,Male,1989
4771,6133,45365,47092,"1,727.0",220,Clark St & Drummond Pl,41.931248,-87.644336,268,Lake Shore Dr & North Blvd,41.911722,-87.626804,Customer,,
4772,5277,45366,46059,693.0,301,Clark St & Schiller St,41.907993,-87.631501,313,Lakeview Ave & Fullerton Pkwy,41.925858,-87.638973,Customer,,
4773,6079,45366,45900,534.0,254,Pine Grove Ave & Irving Park Rd,41.954383,-87.648043,244,Ravenswood Ave & Irving Park Rd,41.95469,-87.67393,Subscriber,Male,1990
4774,6112,45366,45625,259.0,13,Wilton Ave & Diversey Pkwy,41.932418,-87.652705,117,Wilton Ave & Belmont Ave,41.94018,-87.65304,Subscriber,Male,1995
4775,4036,45372,45599,227.0,35,Streeter Dr & Grand Ave,41.892278,-87.612043,24,Fairbanks Ct & Grand Ave,41.89186,-87.62062,Subscriber,Male,1992
4776,3648,45377,47091,"1,714.0",220,Clark St & Drummond Pl,41.931248,-87.644336,268,Lake Shore Dr & North Blvd,41.911722,-87.626804,Customer,,
4777,670,45382,50758,"5,376.0",76,Lake Shore Dr & Monroe St,41.880958,-87.616743,35,Streeter Dr & Grand Ave,41.892278,-87.612043,Customer,,
4778,5176,45382,46471,"1,089.0",106,State St & Pearson St,41.897448,-87.628722,3,Shedd Aquarium,41.867225957,-87.61535539,Subscriber,Male,1971
4779,472,45382,46597,"1,215.0",172,Rush St & Cedar St,41.902308701,-87.627690528,343,Racine Ave & Wrightwood Ave,41.928887,-87.658971,Subscriber,Male,1993
4780,5836,45382,46245,863.0,126,Clark St & North Ave,41.911974,-87.631942,35,Streeter Dr & Grand Ave,41.892278,-87.612043,Subscriber,Male,1989
4781,4420,45385,46447,"1,062.0",182,Wells St & Elm St,41.903222,-87.634324,107,Desplaines St & Jackson Blvd,41.878287,-87.643909,Subscriber,Male,1980
4782,1872,45388,47091,"1,703.0",220,Clark St & Drummond Pl,41.931248,-87.644336,268,Lake Shore Dr & North Blvd,41.911722,-87.626804,Customer,,
4783,2368,45391,46395,"1,004.0",223,Clifton Ave & Armitage Ave,41.918216,-87.656936,141,Clark St & Lincoln Ave,41.915689,-87.6346,Subscriber,Male,1994
4784,2019,45392,45669,277.0,143,Sedgwick St & Webster Ave,41.922167,-87.638888,324,Stockton Dr & Wrightwood Ave,41.93132,-87.638742,Subscriber,Male,1992
4785,5267,45393,47096,"1,703.0",220,Clark St & Drummond Pl,41.931248,-87.644336,268,Lake Shore Dr & North Blvd,41.911722,-87.626804,Customer,,
4786,310,45394,46132,738.0,301,Clark St & Schiller St,41.907993,-87.631501,81,Daley Center Plaza,41.884241,-87.629634,Subscriber,Male,1987
4787,362,45400,49426,"4,026.0",35,Streeter Dr & Grand Ave,41.892278,-87.612043,301,Clark St & Schiller St,41.907993,-87.631501,Customer,,
4788,3600,45400,46787,"1,387.0",349,Halsted St & Wrightwood Ave,41.929143,-87.649077,35,Streeter Dr & Grand Ave,41.892278,-87.612043,Subscriber,Female,1982
4789,1065,45406,45522,116.0,67,Sheffield Ave & Fullerton Ave,41.925601882,-87.653708042,302,Sheffield Ave & Wrightwood Ave,41.928712,-87.653833,Subscriber,Male,1999
4790,3401,45406,49197,"3,791.0",27,Larrabee St & North Ave,41.91021,-87.6435,21,Aberdeen St & Jackson Blvd,41.87772613,-87.65478743,Subscriber,Male,1963
4791,2120,45415,46668,"1,253.0",58,Marshfield Ave & Cortland St,41.916017,-87.668879,114,Sheffield Ave & Waveland Ave,41.949399,-87.654529,Subscriber,Male,1970
4792,4862,45415,46673,"1,258.0",58,Marshfield Ave & Cortland St,41.916017,-87.668879,114,Sheffield Ave & Waveland Ave,41.949399,-87.654529,Subscriber,Female,1969
4793,3920,45411,46950,"1,539.0",299,Halsted St & Roscoe St,41.94367,-87.64895,249,Montrose Harbor,41.963982,-87.638181,Customer,,
4794,906,45414,51567,"6,153.0",288,Larrabee St & Armitage Ave,41.918084,-87.643749,99,Lake Shore Dr & Ohio St,41.89257,-87.614492,Customer,,
4795,3860,45417,50758,"5,341.0",76,Lake Shore Dr & Monroe St,41.880958,-87.616743,35,Streeter Dr & Grand Ave,41.892278,-87.612043,Customer,,
4796,4674,45417,46632,"1,215.0",24,Fairbanks Ct & Grand Ave,41.89186,-87.62062,85,Michigan Ave & Oak St,41.90096039,-87.62377664,Customer,,
4797,4970,45419,45894,475.0,299,Halsted St & Roscoe St,41.94367,-87.64895,334,Lake Shore Dr & Belmont Ave,41.940775,-87.639192,Subscriber,Female,1982
4798,6164,45422,45756,334.0,349,Halsted St & Wrightwood Ave,41.929143,-87.649077,300,Broadway & Barry Ave,41.937725,-87.644095,Subscriber,Male,1985
4799,4932,45426,45915,489.0,296,Broadway & Belmont Ave,41.940106,-87.645451,154,Southport Ave & Belmont Ave,41.93949,-87.66378,Subscriber,Female,1994
4800,1876,45437,46179,742.0,324,Stockton Dr & Wrightwood Ave,41.93132,-87.638742,313,Lakeview Ave & Fullerton Pkwy,41.925858,-87.638973,Customer,Female,1992
4801,692,45441,45778,337.0,110,Dearborn St & Erie St,41.893992,-87.629318,85,Michigan Ave & Oak St,41.90096039,-87.62377664,Subscriber,Female,1989
4802,1856,45447,51379,"5,932.0",199,Wabash Ave & Grand Ave,41.891466,-87.626761,218,Wells St & 19th St,41.856802,-87.633879,Customer,,
4803,5235,45448,47114,"1,666.0",313,Lakeview Ave & Fullerton Pkwy,41.925858,-87.638973,81,Daley Center Plaza,41.884241,-87.629634,Subscriber,Female,1994
4804,2544,45452,46403,951.0,171,May St & Cullerton St,41.855136,-87.654127,208,Ashland Ave & 21st St,41.85381,-87.665897,Subscriber,Male,1988
4805,219,45454,47257,"1,803.0",110,Dearborn St & Erie St,41.893992,-87.629318,35,Streeter Dr & Grand Ave,41.892278,-87.612043,Subscriber,Female,1989
4806,4957,45456,46109,653.0,77,Clinton St & Madison St,41.882242,-87.641066,320,Loomis St & Lexington St,41.872187,-87.661501,Subscriber,Male,1991
4807,582,45457,45968,511.0,374,Western Ave & Walton St,41.898417689,-87.686596016,69,Damen Ave & Pierce Ave,41.909396007,-87.677691929,Subscriber,Female,1991
4808,234,45458,46246,788.0,81,Daley Center Plaza,41.884241,-87.629634,71,Morgan St & Lake St,41.885483308,-87.652304856,Customer,Male,1987
4809,5540,45458,49174,"3,716.0",124,Damen Ave & Cullerton St,41.855048,-87.675726,90,Millennium Park,41.8810317,-87.62408432,Customer,,
4810,5466,45461,45900,439.0,30,Ashland Ave & Augusta Blvd,41.899643,-87.6677,69,Damen Ave & Pierce Ave,41.909396007,-87.677691929,Subscriber,Female,1995
4811,6365,45464,45736,272.0,230,Lincoln Ave & Roscoe St,41.94334,-87.67097,257,Lincoln Ave & Waveland Ave,41.948797,-87.675278,Subscriber,Male,1949
4812,3290,45465,49174,"3,709.0",124,Damen Ave & Cullerton St,41.855048,-87.675726,90,Millennium Park,41.8810317,-87.62408432,Customer,,
4813,2986,45466,46432,966.0,229,Southport Ave & Roscoe St,41.943739,-87.66402,334,Lake Shore Dr & Belmont Ave,41.940775,-87.639192,Customer,,
4814,3684,45470,49800,"4,330.0",141,Clark St & Lincoln Ave,41.915689,-87.6346,454,Broadway & Granville Ave,41.994779688,-87.660284535,Customer,,
4815,976,45470,51371,"5,901.0",199,Wabash Ave & Grand Ave,41.891466,-87.626761,218,Wells St & 19th St,41.856802,-87.633879,Customer,,
4816,1859,45470,45948,478.0,343,Racine Ave & Wrightwood Ave,41.928887,-87.658971,324,Stockton Dr & Wrightwood Ave,41.93132,-87.638742,Subscriber,Female,1987
4817,5543,45472,46564,"1,092.0",301,Clark St & Schiller St,41.907993,-87.631501,153,Southport Ave & Wellington Ave,41.935733,-87.663576,Subscriber,Female,1979
4818,396,45473,52415,"6,942.0",334,Lake Shore Dr & Belmont Ave,41.940775,-87.639192,334,Lake Shore Dr & Belmont Ave,41.940775,-87.639192,Customer,,
4819,453,45473,45732,259.0,172,Rush St & Cedar St,41.902308701,-87.627690528,301,Clark St & Schiller St,41.907993,-87.631501,Subscriber,Male,1991
4820,822,45477,46432,955.0,229,Southport Ave & Roscoe St,41.943739,-87.66402,334,Lake Shore Dr & Belmont Ave,41.940775,-87.639192,Subscriber,Female,1989
4821,217,45477,46623,"1,146.0",24,Fairbanks Ct & Grand Ave,41.89186,-87.62062,85,Michigan Ave & Oak St,41.90096039,-87.62377664,Customer,,
4822,4924,45484,47245,"1,761.0",268,Lake Shore Dr & North Blvd,41.911722,-87.626804,35,Streeter Dr & Grand Ave,41.892278,-87.612043,Customer,,
4823,836,45485,46632,"1,147.0",24,Fairbanks Ct & Grand Ave,41.89186,-87.62062,85,Michigan Ave & Oak St,41.90096039,-87.62377664,Customer,,
4824,5940,45488,47637,"2,149.0",315,Elston Ave & Wabansia Ave,41.912919,-87.664169,33,State St & Van Buren St,41.877181,-87.627844,Subscriber,Female,1972
4825,3652,45488,46154,666.0,5,State St & Harrison St,41.874053,-87.627716,147,Indiana Ave & 26th St,41.845687,-87.622481,Subscriber,Male,1990
4826,5447,45489,45959,470.0,237,MLK Jr Dr & 29th St,41.842052,-87.617,148,State St & 33rd St,41.834734,-87.625813,Subscriber,Male,1987
4827,4243,45495,69368,"23,873.0",199,Wabash Ave & Grand Ave,41.891466,-87.626761,138,Clybourn Ave & Division St,41.904613,-87.640552,Customer,,
4828,4367,45496,46909,"1,413.0",192,Canal St & Adams St,41.879255,-87.639904,194,Wabash Ave & Wacker Pl,41.886875,-87.62603,Customer,,
4829,1915,45499,49261,"3,762.0",253,Winthrop Ave & Lawrence Ave,41.968812,-87.657659,253,Winthrop Ave & Lawrence Ave,41.968812,-87.657659,Customer,Male,1975
4830,511,45502,45861,359.0,257,Lincoln Ave & Waveland Ave,41.948797,-87.675278,227,Southport Ave & Waveland Ave,41.94815,-87.66394,Subscriber,Male,1994
4831,1088,45507,45635,128.0,226,Racine Ave & Belmont Ave,41.939743,-87.658865,117,Wilton Ave & Belmont Ave,41.94018,-87.65304,Subscriber,Male,1990
4832,5813,45504,46511,"1,007.0",229,Southport Ave & Roscoe St,41.943739,-87.66402,334,Lake Shore Dr & Belmont Ave,41.940775,-87.639192,Subscriber,Male,1989
4833,5582,45510,46776,"1,266.0",243,Lincoln Ave & Sunnyside Ave,41.963004,-87.684781,458,Broadway & Thorndale Ave,41.989742511,-87.660140621,Subscriber,Female,1984
4834,990,45512,45740,228.0,450,Warren Park West,42.001785,-87.688829,467,Western Ave & Lunt Ave,42.008594397,-87.690492239,Subscriber,Female,1989
4835,4890,45513,46657,"1,144.0",131,Lincoln Ave & Belmont Ave,41.939365,-87.668385,464,Damen Ave & Foster Ave,41.975614805,-87.679459039,Subscriber,Female,1965
4836,1139,45513,47003,"1,490.0",35,Streeter Dr & Grand Ave,41.892278,-87.612043,35,Streeter Dr & Grand Ave,41.892278,-87.612043,Customer,,
4837,3156,45516,45790,274.0,293,Broadway & Wilson Ave,41.965221,-87.658139,326,Clark St & Leland Ave,41.967096,-87.667429,Subscriber,Male,1981
4838,4516,45519,51341,"5,822.0",76,Lake Shore Dr & Monroe St,41.880958,-87.616743,99,Lake Shore Dr & Ohio St,41.89257,-87.614492,Customer,,
4839,2404,45518,45900,382.0,620,Orleans St & Chestnut St (NEXT Apts),41.898203,-87.637536,161,Rush St & Superior St,41.895764746,-87.625908033,Subscriber,Female,1985
4840,4751,45519,47825,"2,306.0",459,Lakefront Trail & Bryn Mawr Ave,41.984036696,-87.652310469,525,Glenwood Ave & Touhy Ave,42.012701,-87.666058,Customer,,
4841,4167,45526,47017,"1,491.0",35,Streeter Dr & Grand Ave,41.892278,-87.612043,35,Streeter Dr & Grand Ave,41.892278,-87.612043,Customer,,
4842,602,45524,46585,"1,061.0",260,Kedzie Ave & Milwaukee Ave,41.929567,-87.707857,309,Leavitt St & Armitage Ave,41.917805,-87.682437,Customer,,
4843,4415,45527,51348,"5,821.0",76,Lake Shore Dr & Monroe St,41.880958,-87.616743,99,Lake Shore Dr & Ohio St,41.89257,-87.614492,Customer,,
4844,239,45529,47051,"1,522.0",61,Wood St & Milwaukee Ave,41.907655,-87.672552,176,Clark St & Elm St,41.902973,-87.63128,Subscriber,Female,1989
4845,3999,45544,46337,793.0,143,Sedgwick St & Webster Ave,41.922167,-87.638888,172,Rush St & Cedar St,41.902308701,-87.627690528,Subscriber,Male,1986
4846,4297,45544,48006,"2,462.0",321,Wabash Ave & 9th St,41.870769,-87.625734,268,Lake Shore Dr & North Blvd,41.911722,-87.626804,Subscriber,Female,1990
4847,6440,45547,46334,787.0,124,Damen Ave & Cullerton St,41.855048,-87.675726,261,Hermitage Ave & Polk St,41.871514,-87.669886,Subscriber,Female,1951
4848,4780,45551,46112,561.0,27,Larrabee St & North Ave,41.91021,-87.6435,133,Kingsbury St & Kinzie St,41.889176833,-87.638505772,Subscriber,Male,1986
4849,5052,45571,48511,"2,940.0",76,Lake Shore Dr & Monroe St,41.880958,-87.616743,76,Lake Shore Dr & Monroe St,41.880958,-87.616743,Customer,,
4850,6331,45581,46011,430.0,309,Leavitt St & Armitage Ave,41.917805,-87.682437,61,Wood St & Milwaukee Ave,41.907655,-87.672552,Subscriber,Male,1976
4851,913,45586,46054,468.0,447,Glenwood Ave & Morse Ave,42.007971923,-87.665502394,522,Bosworth Ave & Howard St,42.019537,-87.669563,Subscriber,Male,1981
4852,4767,45592,46301,709.0,327,Sheffield Ave & Webster Ave,41.92154,-87.653818,177,Theater on the Lake,41.926277,-87.630834,Subscriber,Female,1997
4853,1494,45593,45933,340.0,84,Milwaukee Ave & Grand Ave,41.891578,-87.648384,29,Noble St & Milwaukee Ave,41.90068,-87.6626,Subscriber,Male,1985
4854,3980,45595,50739,"5,144.0",177,Theater on the Lake,41.926277,-87.630834,329,Lake Shore Dr & Diversey Pkwy,41.932588,-87.636427,Customer,,
4855,4120,45600,45965,365.0,296,Broadway & Belmont Ave,41.940106,-87.645451,13,Wilton Ave & Diversey Pkwy,41.932418,-87.652705,Subscriber,Male,1993
4856,4107,45599,48082,"2,483.0",153,Southport Ave & Wellington Ave,41.935733,-87.663576,268,Lake Shore Dr & North Blvd,41.911722,-87.626804,Subscriber,Male,1992
4857,1285,45603,46971,"1,368.0",118,Sedgwick St & North Ave,41.911386,-87.638677,117,Wilton Ave & Belmont Ave,41.94018,-87.65304,Customer,,
4858,5353,45608,49723,"4,115.0",24,Fairbanks Ct & Grand Ave,41.89186,-87.62062,24,Fairbanks Ct & Grand Ave,41.89186,-87.62062,Customer,,
4859,70,45622,49963,"4,341.0",7,Field Blvd & South Water St,41.886349063,-87.617516547,34,Cannon Dr & Fullerton Ave,41.926755988,-87.634428785,Customer,,
4860,4196,45623,46993,"1,370.0",114,Sheffield Ave & Waveland Ave,41.949399,-87.654529,268,Lake Shore Dr & North Blvd,41.911722,-87.626804,Subscriber,Male,1989
4861,4116,45625,51970,"6,345.0",220,Clark St & Drummond Pl,41.931248,-87.644336,313,Lakeview Ave & Fullerton Pkwy,41.925858,-87.638973,Customer,Female,1993
4862,196,45625,51953,"6,328.0",220,Clark St & Drummond Pl,41.931248,-87.644336,313,Lakeview Ave & Fullerton Pkwy,41.925858,-87.638973,Customer,Female,1994
4863,4373,45628,50095,"4,467.0",267,Lake Park Ave & 47th St,41.809443,-87.591875,267,Lake Park Ave & 47th St,41.809443,-87.591875,Customer,,
4864,255,45631,47213,"1,582.0",448,Warren Park East,42.004549622,-87.680666145,234,Clark St & Montrose Ave,41.961588,-87.666036,Subscriber,Male,1977
4865,6029,45632,47968,"2,336.0",94,Clark St & Armitage Ave,41.918306,-87.636282,346,Ada St & Washington Blvd,41.88283,-87.661206,Customer,,
4866,565,45634,46203,569.0,347,Ashland Ave & Grace St,41.950687,-87.6687,306,Sheridan Rd & Buena Ave,41.958494,-87.654966,Subscriber,Male,1975
4867,5819,45636,49957,"4,321.0",7,Field Blvd & South Water St,41.886349063,-87.617516547,34,Cannon Dr & Fullerton Ave,41.926755988,-87.634428785,Customer,,
4868,1818,45636,49662,"4,026.0",220,Clark St & Drummond Pl,41.931248,-87.644336,419,Lake Park Ave & 53rd St,41.799494294,-87.586449896,Customer,,
4869,1611,45636,45921,285.0,320,Loomis St & Lexington St,41.872187,-87.661501,241,Morgan St & Polk St,41.871737,-87.65103,Subscriber,Male,1995
4870,6142,45640,46330,690.0,268,Lake Shore Dr & North Blvd,41.911722,-87.626804,324,Stockton Dr & Wrightwood Ave,41.93132,-87.638742,Customer,,
4871,1724,45640,50102,"4,462.0",267,Lake Park Ave & 47th St,41.809443,-87.591875,267,Lake Park Ave & 47th St,41.809443,-87.591875,Customer,,
4872,5305,45640,46494,854.0,20,Sheffield Ave & Kingsbury St,41.910522,-87.653106,343,Racine Ave & Wrightwood Ave,41.928887,-87.658971,Subscriber,Female,1993
4873,4036,45641,45722,81.0,24,Fairbanks Ct & Grand Ave,41.89186,-87.62062,24,Fairbanks Ct & Grand Ave,41.89186,-87.62062,Subscriber,Female,1982
4874,5327,45648,54820,"9,172.0",277,Ashland Ave & Grand Ave,41.891072,-87.666611,141,Clark St & Lincoln Ave,41.915689,-87.6346,Customer,,
4875,5664,45648,47133,"1,485.0",94,Clark St & Armitage Ave,41.918306,-87.636282,234,Clark St & Montrose Ave,41.961588,-87.666036,Subscriber,Female,1970
4876,3399,45651,49833,"4,182.0",459,Lakefront Trail & Bryn Mawr Ave,41.984036696,-87.652310469,35,Streeter Dr & Grand Ave,41.892278,-87.612043,Customer,,
4877,4625,45652,46241,589.0,232,Pine Grove Ave & Waveland Ave,41.949275,-87.646303,249,Montrose Harbor,41.963982,-87.638181,Subscriber,Female,1996
4878,3298,45653,46445,792.0,620,Orleans St & Chestnut St (NEXT Apts),41.898203,-87.637536,346,Ada St & Washington Blvd,41.88283,-87.661206,Subscriber,Female,1984
